group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
not_parallel,,10000,,,909432.0,ns,60
not_parallel,,10000,,,1771314.0,ns,120
not_parallel,,10000,,,2724747.0,ns,180
not_parallel,,10000,,,3428285.0,ns,240
not_parallel,,10000,,,4528414.0,ns,300
not_parallel,,10000,,,5089447.0,ns,360
not_parallel,,10000,,,6391493.0,ns,420
not_parallel,,10000,,,6844449.0,ns,480
not_parallel,,10000,,,8080805.0,ns,540
not_parallel,,10000,,,8456010.0,ns,600
not_parallel,,10000,,,9269218.0,ns,660
not_parallel,,10000,,,10287113.0,ns,720
not_parallel,,10000,,,11800570.0,ns,780
not_parallel,,10000,,,12381001.0,ns,840
not_parallel,,10000,,,12650639.0,ns,900
not_parallel,,10000,,,13629919.0,ns,960
not_parallel,,10000,,,14379216.0,ns,1020
not_parallel,,10000,,,15269214.0,ns,1080
not_parallel,,10000,,,16043607.0,ns,1140
not_parallel,,10000,,,16851743.0,ns,1200
not_parallel,,10000,,,17743347.0,ns,1260
not_parallel,,10000,,,23512682.0,ns,1320
not_parallel,,10000,,,25273844.0,ns,1380
not_parallel,,10000,,,21400533.0,ns,1440
not_parallel,,10000,,,21082225.0,ns,1500
not_parallel,,10000,,,22290306.0,ns,1560
not_parallel,,10000,,,22775414.0,ns,1620
not_parallel,,10000,,,23715535.0,ns,1680
not_parallel,,10000,,,24894990.0,ns,1740
not_parallel,,10000,,,25481474.0,ns,1800
not_parallel,,10000,,,26685717.0,ns,1860
not_parallel,,10000,,,27376859.0,ns,1920
not_parallel,,10000,,,27901740.0,ns,1980
not_parallel,,10000,,,28836914.0,ns,2040
not_parallel,,10000,,,29585513.0,ns,2100
not_parallel,,10000,,,30342592.0,ns,2160
not_parallel,,10000,,,31185947.0,ns,2220
not_parallel,,10000,,,32336011.0,ns,2280
not_parallel,,10000,,,33446713.0,ns,2340
not_parallel,,10000,,,33768040.0,ns,2400
not_parallel,,10000,,,34827397.0,ns,2460
not_parallel,,10000,,,35356638.0,ns,2520
not_parallel,,10000,,,36701646.0,ns,2580
not_parallel,,10000,,,39200867.0,ns,2640
not_parallel,,10000,,,38000459.0,ns,2700
not_parallel,,10000,,,39027894.0,ns,2760
not_parallel,,10000,,,39656979.0,ns,2820
not_parallel,,10000,,,40676815.0,ns,2880
not_parallel,,10000,,,41556020.0,ns,2940
not_parallel,,10000,,,42162249.0,ns,3000
not_parallel,,10000,,,44003068.0,ns,3060
not_parallel,,10000,,,43866882.0,ns,3120
not_parallel,,10000,,,45275878.0,ns,3180
not_parallel,,10000,,,46046271.0,ns,3240
not_parallel,,10000,,,46834588.0,ns,3300
not_parallel,,10000,,,47308305.0,ns,3360
not_parallel,,10000,,,48977846.0,ns,3420
not_parallel,,10000,,,49806952.0,ns,3480
not_parallel,,10000,,,51272166.0,ns,3540
not_parallel,,10000,,,51500802.0,ns,3600
not_parallel,,10000,,,53624591.0,ns,3660
not_parallel,,10000,,,52365519.0,ns,3720
not_parallel,,10000,,,53582836.0,ns,3780
not_parallel,,10000,,,53968767.0,ns,3840
not_parallel,,10000,,,57543731.0,ns,3900
not_parallel,,10000,,,57381580.0,ns,3960
not_parallel,,10000,,,56647406.0,ns,4020
not_parallel,,10000,,,57506836.0,ns,4080
not_parallel,,10000,,,58433170.0,ns,4140
not_parallel,,10000,,,59186282.0,ns,4200
not_parallel,,10000,,,61057809.0,ns,4260
not_parallel,,10000,,,61165280.0,ns,4320
not_parallel,,10000,,,62080909.0,ns,4380
not_parallel,,10000,,,62571309.0,ns,4440
not_parallel,,10000,,,64393698.0,ns,4500
not_parallel,,10000,,,64406328.0,ns,4560
not_parallel,,10000,,,65691286.0,ns,4620
not_parallel,,10000,,,66703673.0,ns,4680
not_parallel,,10000,,,66712074.0,ns,4740
not_parallel,,10000,,,67768628.0,ns,4800
not_parallel,,10000,,,73416747.0,ns,4860
not_parallel,,10000,,,70472488.0,ns,4920
not_parallel,,10000,,,70240365.0,ns,4980
not_parallel,,10000,,,71590473.0,ns,5040
not_parallel,,10000,,,73676389.0,ns,5100
not_parallel,,10000,,,74473525.0,ns,5160
not_parallel,,10000,,,79776443.0,ns,5220
not_parallel,,10000,,,74725751.0,ns,5280
not_parallel,,10000,,,76115332.0,ns,5340
not_parallel,,10000,,,76840338.0,ns,5400
not_parallel,,10000,,,77403439.0,ns,5460
not_parallel,,10000,,,78255789.0,ns,5520
not_parallel,,10000,,,79259527.0,ns,5580
not_parallel,,10000,,,80231190.0,ns,5640
not_parallel,,10000,,,81508868.0,ns,5700
not_parallel,,10000,,,81143577.0,ns,5760
not_parallel,,10000,,,82329717.0,ns,5820
not_parallel,,10000,,,83112937.0,ns,5880
not_parallel,,10000,,,84323553.0,ns,5940
not_parallel,,10000,,,86621245.0,ns,6000
