group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
not_parallel,,10000,,,1107958.0,ns,70
not_parallel,,10000,,,2056136.0,ns,140
not_parallel,,10000,,,3297963.0,ns,210
not_parallel,,10000,,,4042783.0,ns,280
not_parallel,,10000,,,5321758.0,ns,350
not_parallel,,10000,,,6137997.0,ns,420
not_parallel,,10000,,,7005689.0,ns,490
not_parallel,,10000,,,7918367.0,ns,560
not_parallel,,10000,,,8896116.0,ns,630
not_parallel,,10000,,,9805710.0,ns,700
not_parallel,,10000,,,11302497.0,ns,770
not_parallel,,10000,,,12076837.0,ns,840
not_parallel,,10000,,,12888877.0,ns,910
not_parallel,,10000,,,14158377.0,ns,980
not_parallel,,10000,,,15274452.0,ns,1050
not_parallel,,10000,,,15716997.0,ns,1120
not_parallel,,10000,,,16675801.0,ns,1190
not_parallel,,10000,,,17702195.0,ns,1260
not_parallel,,10000,,,18811983.0,ns,1330
not_parallel,,10000,,,19720809.0,ns,1400
not_parallel,,10000,,,20783924.0,ns,1470
not_parallel,,10000,,,21573520.0,ns,1540
not_parallel,,10000,,,22766756.0,ns,1610
not_parallel,,10000,,,24496339.0,ns,1680
not_parallel,,10000,,,24743121.0,ns,1750
not_parallel,,10000,,,25861327.0,ns,1820
not_parallel,,10000,,,26866725.0,ns,1890
not_parallel,,10000,,,29484922.0,ns,1960
not_parallel,,10000,,,28793484.0,ns,2030
not_parallel,,10000,,,29541058.0,ns,2100
not_parallel,,10000,,,30597386.0,ns,2170
not_parallel,,10000,,,31610569.0,ns,2240
not_parallel,,10000,,,32428897.0,ns,2310
not_parallel,,10000,,,33485061.0,ns,2380
not_parallel,,10000,,,34785794.0,ns,2450
not_parallel,,10000,,,36581809.0,ns,2520
not_parallel,,10000,,,37236320.0,ns,2590
not_parallel,,10000,,,37523223.0,ns,2660
not_parallel,,10000,,,38558927.0,ns,2730
not_parallel,,10000,,,39397789.0,ns,2800
not_parallel,,10000,,,40405313.0,ns,2870
not_parallel,,10000,,,42319944.0,ns,2940
not_parallel,,10000,,,42514111.0,ns,3010
not_parallel,,10000,,,43428491.0,ns,3080
not_parallel,,10000,,,44428553.0,ns,3150
not_parallel,,10000,,,45658678.0,ns,3220
not_parallel,,10000,,,47190663.0,ns,3290
not_parallel,,10000,,,47152211.0,ns,3360
not_parallel,,10000,,,49422325.0,ns,3430
not_parallel,,10000,,,49438327.0,ns,3500
not_parallel,,10000,,,50189961.0,ns,3570
not_parallel,,10000,,,51227207.0,ns,3640
not_parallel,,10000,,,52623204.0,ns,3710
not_parallel,,10000,,,53073350.0,ns,3780
not_parallel,,10000,,,54451740.0,ns,3850
not_parallel,,10000,,,55129702.0,ns,3920
not_parallel,,10000,,,56119861.0,ns,3990
not_parallel,,10000,,,65973420.0,ns,4060
not_parallel,,10000,,,58576725.0,ns,4130
not_parallel,,10000,,,59296315.0,ns,4200
not_parallel,,10000,,,59953691.0,ns,4270
not_parallel,,10000,,,62369995.0,ns,4340
not_parallel,,10000,,,61984598.0,ns,4410
not_parallel,,10000,,,63236441.0,ns,4480
not_parallel,,10000,,,64676172.0,ns,4550
not_parallel,,10000,,,64992118.0,ns,4620
not_parallel,,10000,,,66136071.0,ns,4690
not_parallel,,10000,,,66939248.0,ns,4760
not_parallel,,10000,,,68183943.0,ns,4830
not_parallel,,10000,,,69135995.0,ns,4900
not_parallel,,10000,,,70716016.0,ns,4970
not_parallel,,10000,,,71511682.0,ns,5040
not_parallel,,10000,,,74954458.0,ns,5110
not_parallel,,10000,,,75908554.0,ns,5180
not_parallel,,10000,,,73987551.0,ns,5250
not_parallel,,10000,,,74751978.0,ns,5320
not_parallel,,10000,,,75922683.0,ns,5390
not_parallel,,10000,,,76889156.0,ns,5460
not_parallel,,10000,,,78454084.0,ns,5530
not_parallel,,10000,,,78973786.0,ns,5600
not_parallel,,10000,,,79595710.0,ns,5670
not_parallel,,10000,,,82035337.0,ns,5740
not_parallel,,10000,,,82998301.0,ns,5810
not_parallel,,10000,,,82985486.0,ns,5880
not_parallel,,10000,,,83678330.0,ns,5950
not_parallel,,10000,,,87139471.0,ns,6020
not_parallel,,10000,,,85967824.0,ns,6090
not_parallel,,10000,,,87660508.0,ns,6160
not_parallel,,10000,,,87812737.0,ns,6230
not_parallel,,10000,,,88583737.0,ns,6300
not_parallel,,10000,,,90271843.0,ns,6370
not_parallel,,10000,,,91626948.0,ns,6440
not_parallel,,10000,,,91602500.0,ns,6510
not_parallel,,10000,,,92906388.0,ns,6580
not_parallel,,10000,,,93814988.0,ns,6650
not_parallel,,10000,,,94828022.0,ns,6720
not_parallel,,10000,,,97752915.0,ns,6790
not_parallel,,10000,,,96360023.0,ns,6860
not_parallel,,10000,,,97503979.0,ns,6930
not_parallel,,10000,,,104395662.0,ns,7000
